"","dynamicColors","mergedColors"
"VNN2","red","purple"
"SLC18B1","green","lightcyan"
"RPS12","midnightblue","midnightblue"
"TCF21","brown","greenyellow"
"TBPL1","green","lightcyan"
"SLC2A12","grey","grey"
"SGK1","grey","grey"
"HBS1L","green","lightcyan"
"MYB","yellow","lightyellow"
"AHI1","blue","lightcyan"
"PDE7B","brown","greenyellow"
"MTFR2","yellow","lightyellow"
"BCLAF1","blue","lightcyan"
"MAP7","yellow","lightyellow"
"MAP3K5","blue","lightcyan"
"PEX7","yellow","lightyellow"
"SLC35D3","grey","grey"
"IL20RA","grey","grey"
"IFNGR1","green","lightcyan"
"TNFAIP3","red","purple"
"PERP","red","purple"
"ARFGEF3","green","lightcyan"
"HEBP2","yellow","lightyellow"
"NHSL1","turquoise","lightcyan"
"CCDC28A","grey","grey"
"REPS1","green","lightcyan"
"ABRACL","grey","grey"
"HECA","blue","lightcyan"
"TXLNB","brown","greenyellow"
"CITED2","brown","greenyellow"
"VTA1","green","lightcyan"
"ADGRG6","grey","grey"
"HIVEP2","blue","lightcyan"
"AIG1","grey","grey"
"ADAT2","tan","tan"
"PEX3","green","lightcyan"
"FUCA2","yellow","lightyellow"
"PHACTR2","blue","lightcyan"
"LTV1","yellow","lightyellow"
"PLAGL1","brown","greenyellow"
"SF3B5","midnightblue","midnightblue"
"STX11","purple","purple"
"UTRN","brown","greenyellow"
"EPM2A","brown","greenyellow"
"FBXO30","cyan","greenyellow"
"SHPRH","blue","lightcyan"
"RAB32","pink","greenyellow"
"STXBP5","blue","lightcyan"
"SAMD5","grey","grey"
"SASH1","cyan","greenyellow"
"UST","brown","greenyellow"
"TAB2","blue","lightcyan"
"ZC3H12D","red","purple"
"PPIL4","green","lightcyan"
"GINM1","brown","greenyellow"
"KATNA1","green","lightcyan"
"LATS1","blue","lightcyan"
"NUP43","green","lightcyan"
"PCMT1","green","lightcyan"
"LRP11","green","lightcyan"
"RAET1G","darkred","darkred"
"ULBP2","grey","grey"
"ULBP1","grey","grey"
"RAET1L","darkred","darkred"
"ULBP3","green","lightcyan"
"PPP1R14C","grey","grey"
"IYD","grey","grey"
"PLEKHG1","cyan","greenyellow"
"MTHFD1L","yellow","lightyellow"
"AKAP12","brown","greenyellow"
"ZBTB2","green","lightcyan"
"RMND1","green","lightcyan"
"ARMT1","green","lightcyan"
"CCDC170","grey","grey"
"SYNE1","brown","greenyellow"
"MYCT1","greenyellow","greenyellow"
"VIP","brown","greenyellow"
"FBXO5","yellow","lightyellow"
"MTRF1L","green","lightcyan"
"IPCEF1","red","purple"
"CNKSR3","blue","lightcyan"
"SCAF8","blue","lightcyan"
"TIAM2","grey","grey"
"TFB1M","yellow","lightyellow"
"CLDN20","tan","tan"
"ARID1B","turquoise","lightcyan"
"TMEM242","grey","grey"
"ZDHHC14","grey","grey"
"SNX9","blue","lightcyan"
"SYNJ2","turquoise","lightcyan"
"SERAC1","blue","lightcyan"
"GTF2H5","grey","grey"
"TULP4","turquoise","lightcyan"
"TMEM181","blue","lightcyan"
"DYNLT1","grey","grey"
"SYTL3","red","purple"
"EZR","green","lightcyan"
"RSPH3","blue","lightcyan"
"TAGAP","red","purple"
"FNDC1","pink","greenyellow"
"SOD2","purple","purple"
"WTAP","green","lightcyan"
"ACAT2","yellow","lightyellow"
"TCP1","yellow","lightyellow"
"MRPL18","yellow","lightyellow"
"IGF2R","turquoise","lightcyan"
"SLC22A3","grey","grey"
"MAP3K4","blue","lightcyan"
"AGPAT4","brown","greenyellow"
"PRKN","brown","greenyellow"
"PACRG","grey","grey"
"QKI","red","purple"
"PDE10A","greenyellow","greenyellow"
"SFT2D1","brown","greenyellow"
"MPC1","grey","grey"
"RPS6KA2","greenyellow","greenyellow"
"RAMACL","grey","grey"
"AL159163.1","grey","grey"
"RNASET2","grey","grey"
"FGFR1OP","tan","tan"
"UNC93A","grey","grey"
"TTLL2","grey","grey"
"AFDN","blue","lightcyan"
"DACT2","grey","grey"
"SMOC2","brown","greenyellow"
"THBS2","pink","greenyellow"
"WDR27","tan","tan"
"C6orf120","blue","lightcyan"
"PHF10","blue","lightcyan"
"TCTE3","tan","tan"
"ERMARD","tan","tan"
"DLL1","greenyellow","greenyellow"
"FAM120B","blue","lightcyan"
"PSMB1","yellow","lightyellow"
"TBP","green","lightcyan"
"PDCD2","yellow","lightyellow"
"FAM20C","pink","greenyellow"
"PDGFA","grey","grey"
"PRKAR1B","black","lightyellow"
"DNAAF5","black","lightyellow"
"SUN1","blue","lightcyan"
"GET4","salmon","lightyellow"
"ADAP1","grey","grey"
"COX19","salmon","lightyellow"
"CYP2W1","grey","grey"
"C7orf50","salmon","lightyellow"
"GPR146","brown","greenyellow"
"GPER1","brown","greenyellow"
"ZFAND2A","grey","grey"
"MICALL2","turquoise","lightcyan"
"INTS1","turquoise","lightcyan"
"MAFK","turquoise","lightcyan"
"TMEM184A","grey","grey"
"PSMG3","yellow","lightyellow"
"ELFN1","greenyellow","greenyellow"
"MAD1L1","grey60","lightyellow"
"MRM2","yellow","lightyellow"
"NUDT1","yellow","lightyellow"
"SNX8","black","lightyellow"
"EIF3B","yellow","lightyellow"
"CHST12","pink","greenyellow"
"LFNG","grey","grey"
"BRAT1","black","lightyellow"
"IQCE","turquoise","lightcyan"
"TTYH3","turquoise","lightcyan"
"GNA12","turquoise","lightcyan"
"CARD11","red","purple"
"SDK1","pink","greenyellow"
"FOXK1","turquoise","lightcyan"
"AP5Z1","turquoise","lightcyan"
"RADIL","brown","greenyellow"
"RBAK","blue","lightcyan"
"WIPI2","turquoise","lightcyan"
"SLC29A4","grey","grey"
"TNRC18","turquoise","lightcyan"
"FBXL18","turquoise","lightcyan"
"ACTB","brown","greenyellow"
"FSCN1","pink","greenyellow"
"RNF216","turquoise","lightcyan"
"CCZ1","green","lightcyan"
"PMS2","turquoise","lightcyan"
"AIMP2","yellow","lightyellow"
"EIF2AK1","yellow","lightyellow"
"ANKRD61","tan","tan"
"USP42","turquoise","lightcyan"
"CYTH3","brown","greenyellow"
"FAM220A","turquoise","lightcyan"
"RAC1","yellow","lightyellow"
"DAGLB","turquoise","lightcyan"
"KDELR2","green","lightcyan"
"GRID2IP","grey","grey"
"ZDHHC4","turquoise","lightcyan"
"C7orf26","turquoise","lightcyan"
"ZNF853","brown","greenyellow"
"ZNF316","turquoise","lightcyan"
"ZNF12","blue","lightcyan"
"CCZ1B","green","lightcyan"
"C1GALT1","green","lightcyan"
"COL28A1","grey","grey"
"MIOS","green","lightcyan"
"RPA3","yellow","lightyellow"
"UMAD1","blue","lightcyan"
"GLCCI1","red","purple"
"ICA1","grey","grey"
"NDUFA4","grey","grey"
"PHF14","tan","tan"
"THSD7A","brown","greenyellow"
"TMEM106B","blue","lightcyan"
"SCIN","grey","grey"
"ARL4A","grey","grey"
"ETV1","pink","greenyellow"
"AGMO","grey","grey"
"MEOX2","brown","greenyellow"
"CRPPA","grey","grey"
"SOSTDC1","grey","grey"
"ANKMY2","green","lightcyan"
"BZW2","yellow","lightyellow"
"TSPAN13","brown","greenyellow"
"AGR2","grey","grey"
"AGR3","grey","grey"
"AHR","blue","lightcyan"
"SNX13","blue","lightcyan"
"HDAC9","red","purple"
"TWIST1","pink","greenyellow"
"TWISTNB","yellow","lightyellow"
"MACC1","grey","grey"
"ITGB8","blue","lightcyan"
"SP4","blue","lightcyan"
"CDCA7L","green","lightcyan"
"RAPGEF5","blue","lightcyan"
"IL6","greenyellow","greenyellow"
"TOMM7","midnightblue","midnightblue"
"FAM126A","greenyellow","greenyellow"
"KLHL7","blue","lightcyan"
"NUP42","green","lightcyan"
"GPNMB","purple","purple"
"MALSU1","yellow","lightyellow"
"IGF2BP3","grey","grey"
"TRA2A","green","lightcyan"
"CCDC126","green","lightcyan"
"FAM221A","grey","grey"
"STK31","grey","grey"
"NPY","brown","greenyellow"
"MPP6","green","lightcyan"
"GSDME","brown","greenyellow"
"OSBPL3","green","lightcyan"
"CYCS","yellow","lightyellow"
"C7orf31","grey","grey"
"NFE2L3","yellow","lightyellow"
"HNRNPA2B1","yellow","lightyellow"
"CBX3","yellow","lightyellow"
"SNX10","purple","purple"
"SKAP2","blue","lightcyan"
"HOXA1","grey","grey"
"HOXA2","brown","greenyellow"
"HOXA3","brown","greenyellow"
"HOXA4","brown","greenyellow"
"HOXA5","brown","greenyellow"
"HOXA6","grey","grey"
"HOXA7","grey","grey"
"HOXA9","grey","grey"
"HOXA10","grey","grey"
"HOXA11","yellow","lightyellow"
"HOXA13","grey","grey"
"HIBADH","grey","grey"
"TAX1BP1","green","lightcyan"
"JAZF1","brown","greenyellow"
"CREB5","brown","greenyellow"
"TRIL","pink","greenyellow"
"CPVL","purple","purple"
"CHN2","grey","grey"
"PRR15","grey","grey"
"WIPF3","grey","grey"
"SCRN1","blue","lightcyan"
"FKBP14","blue","lightcyan"
"PLEKHA8","green","lightcyan"
"MTURN","brown","greenyellow"
"ZNRF2","green","lightcyan"
"NOD1","cyan","greenyellow"
"GGCT","yellow","lightyellow"
"INMT","brown","greenyellow"
"AQP1","brown","greenyellow"
"PDE1C","brown","greenyellow"
"LSM5","yellow","lightyellow"
"AVL9","green","lightcyan"
"KBTBD2","green","lightcyan"
"FKBP9","turquoise","lightcyan"
"NT5C3A","brown","greenyellow"
"RP9","grey","grey"
"BBS9","blue","lightcyan"
"BMPER","brown","greenyellow"
"NPSR1","grey","grey"
"DPY19L1","green","lightcyan"
"HERPUD2","turquoise","lightcyan"
"SEPTIN7","blue","lightcyan"
"EEPD1","grey","grey"
"KIAA0895","green","lightcyan"
"ANLN","yellow","lightyellow"
"AOAH","purple","purple"
"ELMO1","red","purple"
"GPR141","purple","purple"
"EPDR1","pink","greenyellow"
"SFRP4","pink","greenyellow"
"STARD3NL","grey","grey"
"AMPH","brown","greenyellow"
"VPS41","blue","lightcyan"
"YAE1","yellow","lightyellow"
"RALA","yellow","lightyellow"
"CDK13","green","lightcyan"
"MPLKIP","yellow","lightyellow"
"SUGCT","pink","greenyellow"
"INHBA","pink","greenyellow"
"GLI3","brown","greenyellow"
"PSMA2","turquoise","lightcyan"
"MRPL32","yellow","lightyellow"
"STK17A","red","purple"
"COA1","green","lightcyan"
"BLVRA","purple","purple"
"MRPS24","grey","grey"
"URGCP","turquoise","lightcyan"
"UBE2D4","brown","greenyellow"
"SPDYE1","tan","tan"
"DBNL","turquoise","lightcyan"
"POLM","turquoise","lightcyan"
"AEBP1","pink","greenyellow"
"POLD2","yellow","lightyellow"
"YKT6","turquoise","lightcyan"
"NUDCD3","turquoise","lightcyan"
"NPC1L1","grey","grey"
"DDX56","yellow","lightyellow"
"TMED4","green","lightcyan"
"OGDH","turquoise","lightcyan"
"ZMIZ2","turquoise","lightcyan"
"PPIA","yellow","lightyellow"
"PURB","blue","lightcyan"
"MYO1G","red","purple"
"CCM2","red","purple"
"NACAD","brown","greenyellow"
"TBRG4","yellow","lightyellow"
"RAMP3","greenyellow","greenyellow"
"ADCY1","grey","grey"
"IGFBP1","grey","grey"
"IGFBP3","pink","greenyellow"
"TNS3","turquoise","lightcyan"
"HUS1","green","lightcyan"
"UPP1","grey","grey"
"ABCA13","grey","grey"
"IKZF1","red","purple"
"FIGNL1","yellow","lightyellow"
"DDC","grey","grey"
"GRB10","turquoise","lightcyan"
"COBL","turquoise","lightcyan"
"SEC61G","grey","grey"
"EGFR","grey","grey"
"LANCL2","yellow","lightyellow"
"VOPP1","grey","grey"
"ZNF713","blue","lightcyan"
"NIPSNAP2","grey","grey"
"MRPS17","yellow","lightyellow"
"PSPH","yellow","lightyellow"
"CCT6A","yellow","lightyellow"
"SUMF2","turquoise","lightcyan"
"PHKG1","brown","greenyellow"
"CHCHD2","brown","greenyellow"
"NUPR2","grey","grey"
"ZNF727","brown","greenyellow"
"ZNF736","brown","greenyellow"
"ZNF680","green","lightcyan"
"ZNF107","green","lightcyan"
"ZNF138","green","lightcyan"
"ZNF273","green","lightcyan"
"ZNF117","grey","grey"
"ERV3-1","grey","grey"
"ZNF92","green","lightcyan"
"VKORC1L1","green","lightcyan"
"GUSB","turquoise","lightcyan"
"ASL","grey","grey"
"CRCP","turquoise","lightcyan"
"TPST1","pink","greenyellow"
"KCTD7","cyan","greenyellow"
"RABGEF1","turquoise","lightcyan"
"TMEM248","turquoise","lightcyan"
"SBDS","grey","grey"
"TYW1","turquoise","lightcyan"
"SPDYE21P","tan","tan"
"AUTS2","brown","greenyellow"
"GALNT17","brown","greenyellow"
"TYW1B","grey","grey"
"POM121","turquoise","lightcyan"
"NSUN5","black","lightyellow"
"FZD9","grey","grey"
"BAZ1B","turquoise","lightcyan"
"BCL7B","black","lightyellow"
"TBL2","black","lightyellow"
"MLXIPL","grey","grey"
"VPS37D","grey","grey"
"DNAJC30","grey","grey"
"BUD23","yellow","lightyellow"
"STX1A","grey","grey"
"ABHD11","brown","greenyellow"
"CLDN3","red","purple"
"CLDN4","yellow","lightyellow"
"METTL27","grey","grey"
"TMEM270","grey","grey"
"ELN","brown","greenyellow"
"LIMK1","turquoise","lightcyan"
"EIF4H","turquoise","lightcyan"
"LAT2","red","purple"
"RFC2","yellow","lightyellow"
"CLIP2","turquoise","lightcyan"
"GTF2IRD1","turquoise","lightcyan"
"GTF2I","turquoise","lightcyan"
"NCF1","red","purple"
"GTF2IRD2","brown","greenyellow"
"CASTOR2","turquoise","lightcyan"
"RCC1L","black","lightyellow"
"GTF2IRD2B","brown","greenyellow"
"AC211486.8","grey","grey"
"POM121C","turquoise","lightcyan"
"SPDYE5","tan","tan"
"HIP1","pink","greenyellow"
"CCL26","grey","grey"
"CCL24","grey","grey"
"RHBDD2","grey","grey"
"POR","salmon","lightyellow"
"TMEM120A","grey","grey"
"STYXL1","grey","grey"
"MDH2","yellow","lightyellow"
"SRRM3","grey","grey"
"HSPB1","brown","greenyellow"
"YWHAG","green","lightcyan"
"SSC4D","grey","grey"
"ZP3","grey","grey"
"DTX2","black","lightyellow"
"UPK3B","grey","grey"
"POMZP3","grey","grey"
"CCDC146","brown","greenyellow"
"FGL2","red","purple"
"GSAP","blue","lightcyan"
"PTPN12","blue","lightcyan"
"RSBN1L","blue","lightcyan"
"TMEM60","yellow","lightyellow"
"PHTF2","blue","lightcyan"
"MAGI2","brown","greenyellow"
"GNAI1","brown","greenyellow"
"CD36","greenyellow","greenyellow"
"SEMA3C","brown","greenyellow"
"HGF","greenyellow","greenyellow"
"CACNA2D1","brown","greenyellow"
"PCLO","grey","grey"
"SEMA3E","brown","greenyellow"
"SEMA3A","brown","greenyellow"
"SEMA3D","brown","greenyellow"
"KIAA1324L","brown","greenyellow"
"DMTF1","tan","tan"
"TMEM243","blue","lightcyan"
"CROT","grey","grey"
"ABCB1","brown","greenyellow"
"RUNDC3B","brown","greenyellow"
"SLC25A40","green","lightcyan"
"DBF4","yellow","lightyellow"
"ADAM22","brown","greenyellow"
"SRI","grey","grey"
"STEAP4","brown","greenyellow"
"STEAP1","grey","grey"
"STEAP2","grey","grey"
"CFAP69","blue","lightcyan"
"GTPBP10","green","lightcyan"
"CLDN12","green","lightcyan"
"CDK14","brown","greenyellow"
"FZD1","pink","greenyellow"
"MTERF1","blue","lightcyan"
"AKAP9","blue","lightcyan"
"CYP51A1","blue","lightcyan"
"AC000120.2","blue","lightcyan"
"KRIT1","blue","lightcyan"
"ANKIB1","blue","lightcyan"
"GATAD1","blue","lightcyan"
"PEX1","blue","lightcyan"
"RBM48","blue","lightcyan"
"FAM133B","blue","lightcyan"
"CDK6","blue","lightcyan"
"SAMD9","royalblue","royalblue"
"SAMD9L","royalblue","royalblue"
"HEPACAM2","grey","grey"
"VPS50","blue","lightcyan"
"GNGT1","grey","grey"
"TFPI2","brown","greenyellow"
"GNG11","brown","greenyellow"
"BET1","blue","lightcyan"
"COL1A2","pink","greenyellow"
"CASD1","blue","lightcyan"
"SGCE","brown","greenyellow"
"PEG10","brown","greenyellow"
"PPP1R9A","grey","grey"
"PON3","grey","grey"
"PON2","grey","grey"
"PDK4","brown","greenyellow"
"DYNC1I1","brown","greenyellow"
"SLC25A13","green","lightcyan"
"SEM1","grey","grey"
"DLX6","grey","grey"
"DLX5","grey","grey"
"SDHAF3","grey","grey"
"ASNS","grey","grey"
"LMTK2","turquoise","lightcyan"
"BHLHA15","grey","grey"
"TECPR1","turquoise","lightcyan"
"BRI3","grey","grey"
"BAIAP2L1","turquoise","lightcyan"
"NPTX2","pink","greenyellow"
"TMEM130","brown","greenyellow"
"TRRAP","turquoise","lightcyan"
"SMURF1","turquoise","lightcyan"
"KPNA7","grey","grey"
"ARPC1A","turquoise","lightcyan"
"ARPC1B","grey","grey"
"PDAP1","yellow","lightyellow"
"BUD31","yellow","lightyellow"
"PTCD1","black","lightyellow"
"CPSF4","black","lightyellow"
"ATP5MF","brown","greenyellow"
"ZNF789","tan","tan"
"ZNF394","turquoise","lightcyan"
"ZKSCAN5","turquoise","lightcyan"
"FAM200A","turquoise","lightcyan"
"ZNF655","blue","lightcyan"
"ZSCAN25","turquoise","lightcyan"
"CYP3A5","grey","grey"
"CYP3A4","grey","grey"
"TRIM4","turquoise","lightcyan"
"GJC3","grey","grey"
"AZGP1","grey","grey"
"ZKSCAN1","blue","lightcyan"
"ZSCAN21","turquoise","lightcyan"
"ZNF3","turquoise","lightcyan"
"COPS6","yellow","lightyellow"
"MCM7","yellow","lightyellow"
"AP4M1","turquoise","lightcyan"
"TAF6","turquoise","lightcyan"
"CNPY4","pink","greenyellow"
"MBLAC1","grey","grey"
"LAMTOR4","grey","grey"
"MAP11","turquoise","lightcyan"
"GAL3ST4","purple","purple"
"GPC2","grey","grey"
"STAG3","turquoise","lightcyan"
"CASTOR3","turquoise","lightcyan"
"SPDYE3","turquoise","lightcyan"
"PILRB","tan","tan"
"PILRA","purple","purple"
"ZCWPW1","grey","grey"
"MEPCE","black","lightyellow"
"PPP1R35","yellow","lightyellow"
"TSC22D4","black","lightyellow"
"NYAP1","grey","grey"
"AGFG2","grey","grey"
"SAP25","grey","grey"
"LRCH4","turquoise","lightcyan"
"PCOLCE","pink","greenyellow"
"MOSPD3","grey","grey"
"TFR2","grey","grey"
"GNB2","black","lightyellow"
"GIGYF1","turquoise","lightcyan"
"POP7","yellow","lightyellow"
"EPHB4","turquoise","lightcyan"
"SLC12A9","turquoise","lightcyan"
"TRIP6","grey","grey"
"SRRT","black","lightyellow"
"UFSP1","magenta","lightyellow"
"ACHE","grey","grey"
"MUC3A","grey","grey"
"MUC12","grey","grey"
"MUC17","grey","grey"
"TRIM56","turquoise","lightcyan"
"SERPINE1","pink","greenyellow"
"AP1S1","yellow","lightyellow"
"VGF","grey","grey"
"MOGAT3","grey","grey"
"PLOD3","black","lightyellow"
"ZNHIT1","magenta","lightyellow"
"CLDN15","grey","grey"
"FIS1","grey","grey"
"IFT22","grey","grey"
"CUX1","turquoise","lightcyan"
"SH2B2","red","purple"
"SPDYE6","tan","tan"
"PRKRIP1","turquoise","lightcyan"
"ORAI2","pink","greenyellow"
"ALKBH4","black","lightyellow"
"LRWD1","black","lightyellow"
"POLR2J","magenta","lightyellow"
"POLR2J3","tan","tan"
"SPDYE2","tan","tan"
"UPK3BL1","grey","grey"
"AC105052.3","grey","grey"
"FAM185A","yellow","lightyellow"
"FBXL13","grey","grey"
"LRRC17","pink","greenyellow"
"ARMC10","yellow","lightyellow"
"NAPEPLD","blue","lightcyan"
"PMPCB","yellow","lightyellow"
"DNAJC2","yellow","lightyellow"
"PSMC2","yellow","lightyellow"
"ORC5","yellow","lightyellow"
"LHFPL3","grey","grey"
"KMT2E","blue","lightcyan"
"SRPK2","blue","lightcyan"
"PUS7","yellow","lightyellow"
"RINT1","yellow","lightyellow"
"ATXN7L1","blue","lightcyan"
"CDHR3","grey","grey"
"SYPL1","green","lightcyan"
"NAMPT","green","lightcyan"
"CCDC71L","pink","greenyellow"
"PIK3CG","red","purple"
"PRKAR2B","brown","greenyellow"
"HBP1","blue","lightcyan"
"COG5","blue","lightcyan"
"DUS4L","yellow","lightyellow"
"BCAP29","blue","lightcyan"
"CBLL1","green","lightcyan"
"SLC26A3","grey","grey"
"DLD","green","lightcyan"
"LAMB1","pink","greenyellow"
"NRCAM","grey","grey"
"PNPLA8","blue","lightcyan"
"THAP5","blue","lightcyan"
"DNAJB9","blue","lightcyan"
"IMMP2L","grey","grey"
"DOCK4","greenyellow","greenyellow"
"ZNF277","blue","lightcyan"
"IFRD1","green","lightcyan"
"LSMEM1","tan","tan"
"TMEM168","green","lightcyan"
"BMT2","blue","lightcyan"
"SMIM30","grey","grey"
"FOXP2","brown","greenyellow"
"MDFIC","red","purple"
"TFEC","red","purple"
"TES","blue","lightcyan"
"CAV2","brown","greenyellow"
"CAV1","brown","greenyellow"
"MET","green","lightcyan"
"CAPZA2","blue","lightcyan"
"ST7","green","lightcyan"
"WNT2","pink","greenyellow"
"CFTR","grey","grey"
"CTTNBP2","brown","greenyellow"
"LSM8","yellow","lightyellow"
"KCND2","pink","greenyellow"
"TSPAN12","grey","grey"
"ING3","green","lightcyan"
"CPED1","brown","greenyellow"
"FAM3C","green","lightcyan"
"PTPRZ1","grey","grey"
"AASS","brown","greenyellow"
"FEZF1","grey","grey"
"CADPS2","turquoise","lightcyan"
"NDUFA5","grey","grey"
"WASL","blue","lightcyan"
"TMEM229A","grey","grey"
"GPR37","grey","grey"
"POT1","blue","lightcyan"
"ZNF800","blue","lightcyan"
"GCC1","turquoise","lightcyan"
"ARF5","black","lightyellow"
"SND1","black","lightyellow"
"LRRC4","brown","greenyellow"
"RBM28","green","lightcyan"
"IMPDH1","yellow","lightyellow"
"HILPDA","grey","grey"
"METTL2B","turquoise","lightcyan"
"FAM71F2","grey","grey"
"CALU","pink","greenyellow"
"OPN1SW","brown","greenyellow"
"CCDC136","brown","greenyellow"
"FLNC","brown","greenyellow"
"KCP","grey","grey"
"ATP6V1F","midnightblue","midnightblue"
"ATP6V1FNB","grey","grey"
"IRF5","red","purple"
"TNPO3","turquoise","lightcyan"
"AC011005.1","grey","grey"
"TSPAN33","red","purple"
"SMO","brown","greenyellow"
"AHCYL2","lightcyan","lightcyan"
"STRIP2","green","lightcyan"
"SMKR1","grey","grey"
"NRF1","turquoise","lightcyan"
"UBE2H","blue","lightcyan"
"ZC3HC1","black","lightyellow"
"KLHDC10","blue","lightcyan"
"TMEM209","green","lightcyan"
"CPA2","grey","grey"
"CEP41","grey","grey"
"MEST","yellow","lightyellow"
"COPG2","green","lightcyan"
"MKLN1","blue","lightcyan"
"PODXL","turquoise","lightcyan"
"PLXNA4","brown","greenyellow"
"CHCHD3","yellow","lightyellow"
"EXOC4","turquoise","lightcyan"
"LRGUK","grey","grey"
"SLC35B4","blue","lightcyan"
"AKR1B1","purple","purple"
"AKR1B10","grey","grey"
"BPGM","grey","grey"
"CALD1","brown","greenyellow"
"CYREN","black","lightyellow"
"TMEM140","purple","purple"
"WDR91","turquoise","lightcyan"
"CNOT4","blue","lightcyan"
"NUP205","green","lightcyan"
"STMP1","grey","grey"
"SLC13A4","grey","grey"
"FAM180A","pink","greenyellow"
"MTPN","blue","lightcyan"
"PTN","brown","greenyellow"
"CREB3L2","cyan","greenyellow"
"TRIM24","green","lightcyan"
"KIAA1549","green","lightcyan"
"ZC3HAV1L","turquoise","lightcyan"
"ZC3HAV1","blue","lightcyan"
"TTC26","green","lightcyan"
"UBN2","blue","lightcyan"
"FMC1","grey","grey"
"LUC7L2","green","lightcyan"
"KLRG2","grey","grey"
"CLEC2L","grey","grey"
"HIPK2","turquoise","lightcyan"
"TBXAS1","purple","purple"
"PARP12","royalblue","royalblue"
"KDM7A","blue","lightcyan"
"SLC37A3","green","lightcyan"
"RAB19","turquoise","lightcyan"
"MKRN1","turquoise","lightcyan"
"DENND2A","greenyellow","greenyellow"
"ADCK2","black","lightyellow"
"NDUFB2","midnightblue","midnightblue"
"BRAF","blue","lightcyan"
"MRPS33","yellow","lightyellow"
"TMEM178B","grey","grey"
"AGK","green","lightcyan"
"DENND11","blue","lightcyan"
"SSBP1","yellow","lightyellow"
"TAS2R4","tan","tan"
"TAS2R5","blue","lightcyan"
"MGAM","grey","grey"
"CLEC5A","purple","purple"
"TAS2R38","grey","grey"
"MGAM2","grey","grey"
"MTRNR2L6","turquoise","lightcyan"
"PRSS1","grey","grey"
"PRSS2","grey","grey"
"EPHB6","grey","grey"
"TRPV6","grey","grey"
"GSTK1","grey","grey"
"TMEM139","grey","grey"
"CASP2","green","lightcyan"
